Locus_1_Transcript_1/1_Confidence_1.000_Length_963	Cre17.g701650.t1.1	3e-47	Ribosomal L27e protein family
Locus_5_Transcript_77/1220_Confidence_1.000_Length_1737	Cre14.g621000.t1.1	5e-177	crooked neck protein, putative / cell cycle protein, putative
Locus_5_Transcript_78/1220_Confidence_1.000_Length_881	Cre14.g621000.t1.1	7e-139	crooked neck protein, putative / cell cycle protein, putative
Locus_5_Transcript_86/1220_Confidence_1.000_Length_1242	Cre10.g433100.t1.1	2e-119	GTP1/OBG family protein
Locus_5_Transcript_100/1220_Confidence_1.000_Length_1041	Cre19.g754100.t1.1	4e-15	
Locus_5_Transcript_130/1220_Confidence_1.000_Length_860	Cre06.g304000.t1.1	3e-12	zinc ion binding;DNA binding;helicases;ATP binding;nucleic acid binding
Locus_5_Transcript_142/1220_Confidence_1.000_Length_1272	Cre10.g430050.t1.1	2e-78	ubiquitin-conjugating enzyme 22
Locus_5_Transcript_205/1220_Confidence_1.000_Length_358	Cre16.g652850.t1.1	1e-18	Nucleotide-diphospho-sugar transferases superfamily protein
Locus_5_Transcript_280/1220_Confidence_1.000_Length_205	Cre01.g007901.t1.2	5e-17	Di-haem cytochrome, transmembrane;Cytochrome b/b6, C-terminal
Locus_5_Transcript_294/1220_Confidence_1.000_Length_881	Cre13.g566650.t1.1	3e-10	AMP-dependent synthetase and ligase family protein
Locus_5_Transcript_296/1220_Confidence_1.000_Length_521	Cre03.g182050.t1.1	3e-68	AMP-dependent synthetase and ligase family protein
Locus_5_Transcript_297/1220_Confidence_1.000_Length_241	Cre03.g182050.t1.1	7e-26	AMP-dependent synthetase and ligase family protein
Locus_5_Transcript_298/1220_Confidence_1.000_Length_222	Cre03.g182050.t1.1	2e-15	AMP-dependent synthetase and ligase family protein
Locus_5_Transcript_301/1220_Confidence_1.000_Length_871	Cre16.g663500.t1.1	1e-111	regulatory particle non-ATPase 10
Locus_5_Transcript_307/1220_Confidence_1.000_Length_685	Cre14.g619100.t1.1	3e-147	CLP protease proteolytic subunit 1
Locus_5_Transcript_325/1220_Confidence_1.000_Length_1242	Cre10.g433100.t1.1	2e-119	GTP1/OBG family protein
Locus_5_Transcript_326/1220_Confidence_1.000_Length_784	Cre09.g406200.t1.1	4e-98	Class II aaRS and biotin synthetases superfamily protein
Locus_5_Transcript_327/1220_Confidence_1.000_Length_1064	Cre09.g406200.t1.1	6e-162	Class II aaRS and biotin synthetases superfamily protein
Locus_5_Transcript_342/1220_Confidence_1.000_Length_115	Cre02.g096000.t1.2	2e-12	white-brown complex homolog protein 11
Locus_5_Transcript_343/1220_Confidence_1.000_Length_155	Cre02.g096000.t1.2	2e-19	white-brown complex homolog protein 11
Locus_5_Transcript_346/1220_Confidence_1.000_Length_133	Cre02.g096000.t1.2	3e-14	white-brown complex homolog protein 11
Locus_5_Transcript_348/1220_Confidence_1.000_Length_121	Cre02.g096000.t1.2	3e-11	white-brown complex homolog protein 11
Locus_5_Transcript_352/1220_Confidence_1.000_Length_110	Cre02.g096000.t1.2	2e-16	white-brown complex homolog protein 11
Locus_5_Transcript_354/1220_Confidence_1.000_Length_188	Cre02.g096000.t1.2	2e-21	white-brown complex homolog protein 11
Locus_5_Transcript_355/1220_Confidence_1.000_Length_106	Cre02.g096000.t1.2	5e-10	white-brown complex homolog protein 11
Locus_5_Transcript_356/1220_Confidence_1.000_Length_109	Cre02.g096000.t1.2	2e-09	white-brown complex homolog protein 11
Locus_5_Transcript_362/1220_Confidence_1.000_Length_473	Cre02.g096000.t1.2	2e-41	white-brown complex homolog protein 11
Locus_5_Transcript_363/1220_Confidence_1.000_Length_1737	Cre14.g621000.t1.1	5e-177	crooked neck protein, putative / cell cycle protein, putative
Locus_5_Transcript_364/1220_Confidence_1.000_Length_881	Cre14.g621000.t1.1	7e-139	crooked neck protein, putative / cell cycle protein, putative
Locus_5_Transcript_369/1220_Confidence_1.000_Length_496	Cre02.g116750.t1.2	5e-31	ATPase, F1 complex, alpha subunit protein
Locus_5_Transcript_372/1220_Confidence_1.000_Length_1130	Cre02.g116750.t1.2	1e-85	ATPase, F1 complex, alpha subunit protein
Locus_5_Transcript_379/1220_Confidence_1.000_Length_621	Cre06.g261900.t1.1	1e-64	
Locus_5_Transcript_380/1220_Confidence_1.000_Length_453	Cre06.g261900.t1.1	6e-56	
Locus_5_Transcript_396/1220_Confidence_1.000_Length_1569	Cre03.g187150.t1.2	0.0	
Locus_5_Transcript_406/1220_Confidence_1.000_Length_1167	Cre15.g636400.t1.2	3e-82	DERLIN-2.2
Locus_5_Transcript_415/1220_Confidence_1.000_Length_751	Cre02.g116300.t1.1	2e-43	Transcription initiation Spt4-like protein
Locus_5_Transcript_447/1220_Confidence_1.000_Length_633	Cre04.g211800.t1.1	1e-17	Ribosomal protein L14p/L23e family protein
Locus_5_Transcript_449/1220_Confidence_1.000_Length_561	Cre13.g599500.t1.1	3e-17	ribosomal protein L16
Locus_5_Transcript_461/1220_Confidence_1.000_Length_675	Cre02.g131300.t1.1	5e-54	Protein of unknown function (DUF155)
Locus_5_Transcript_462/1220_Confidence_1.000_Length_168	Cre02.g131300.t1.1	3e-07	Protein of unknown function (DUF155)
Locus_5_Transcript_476/1220_Confidence_1.000_Length_1587	Cre03.g199050.t1.1	8e-20	Protein kinase family protein
Locus_5_Transcript_477/1220_Confidence_1.000_Length_129	Cre03.g199050.t1.1	3e-15	Protein kinase family protein
Locus_5_Transcript_478/1220_Confidence_1.000_Length_433	Cre03.g199050.t1.1	3e-76	Protein kinase family protein
Locus_5_Transcript_479/1220_Confidence_1.000_Length_163	Cre03.g199050.t1.1	3e-16	Protein kinase family protein
Locus_5_Transcript_481/1220_Confidence_1.000_Length_505	Cre03.g199050.t1.1	4e-46	Protein kinase family protein
Locus_5_Transcript_482/1220_Confidence_1.000_Length_572	Cre03.g199050.t1.1	2e-75	Protein kinase family protein
Locus_5_Transcript_483/1220_Confidence_1.000_Length_100	Cre03.g199050.t1.1	2e-08	Protein kinase family protein
Locus_5_Transcript_485/1220_Confidence_1.000_Length_360	Cre03.g199050.t1.1	2e-42	Protein kinase family protein
Locus_5_Transcript_490/1220_Confidence_1.000_Length_1168	Cre16.g653850.t1.1	2e-31	CSL zinc finger domain-containing protein
Locus_5_Transcript_492/1220_Confidence_1.000_Length_881	Cre13.g566650.t1.1	3e-10	AMP-dependent synthetase and ligase family protein
Locus_5_Transcript_494/1220_Confidence_1.000_Length_521	Cre03.g182050.t1.1	3e-68	AMP-dependent synthetase and ligase family protein
Locus_5_Transcript_495/1220_Confidence_1.000_Length_241	Cre03.g182050.t1.1	7e-26	AMP-dependent synthetase and ligase family protein
Locus_5_Transcript_496/1220_Confidence_1.000_Length_222	Cre03.g182050.t1.1	2e-15	AMP-dependent synthetase and ligase family protein
Locus_5_Transcript_546/1220_Confidence_1.000_Length_205	Cre01.g007901.t1.2	3e-19	Di-haem cytochrome, transmembrane;Cytochrome b/b6, C-terminal
Locus_5_Transcript_672/1220_Confidence_1.000_Length_860	Cre06.g304000.t1.1	3e-12	zinc ion binding;DNA binding;helicases;ATP binding;nucleic acid binding
Locus_5_Transcript_680/1220_Confidence_1.000_Length_1272	Cre10.g430050.t1.1	2e-78	ubiquitin-conjugating enzyme 22
Locus_5_Transcript_682/1220_Confidence_1.000_Length_358	Cre16.g652850.t1.1	1e-18	Nucleotide-diphospho-sugar transferases superfamily protein
Locus_5_Transcript_691/1220_Confidence_1.000_Length_1041	Cre19.g754100.t1.1	4e-15	
Locus_5_Transcript_703/1220_Confidence_1.000_Length_425	Cre10.g433100.t1.1	3e-52	GTP1/OBG family protein
Locus_5_Transcript_707/1220_Confidence_1.000_Length_341	Cre17.g701700.t1.1	9e-63	Plant stearoyl-acyl-carrier-protein desaturase family protein
Locus_5_Transcript_708/1220_Confidence_1.000_Length_165	Cre17.g701700.t1.1	2e-30	Plant stearoyl-acyl-carrier-protein desaturase family protein
Locus_5_Transcript_709/1220_Confidence_1.000_Length_116	Cre17.g701700.t1.1	2e-18	Plant stearoyl-acyl-carrier-protein desaturase family protein
Locus_5_Transcript_710/1220_Confidence_1.000_Length_261	Cre17.g701700.t1.1	2e-40	Plant stearoyl-acyl-carrier-protein desaturase family protein
Locus_5_Transcript_787/1220_Confidence_1.000_Length_329	Cre08.g386150.t1.1	2e-08	
Locus_5_Transcript_797/1220_Confidence_1.000_Length_202	Cre11.g479600.t1.2	1e-14	magnesium/proton exchanger
Locus_5_Transcript_798/1220_Confidence_1.000_Length_123	Cre11.g479600.t1.2	6e-09	magnesium/proton exchanger
Locus_5_Transcript_799/1220_Confidence_1.000_Length_461	Cre11.g479600.t1.2	4e-07	magnesium/proton exchanger
Locus_5_Transcript_801/1220_Confidence_1.000_Length_137	Cre11.g479600.t1.2	8e-08	magnesium/proton exchanger
Locus_5_Transcript_802/1220_Confidence_1.000_Length_137	Cre11.g479600.t1.2	8e-08	magnesium/proton exchanger
Locus_5_Transcript_803/1220_Confidence_1.000_Length_207	Cre11.g479600.t1.2	2e-12	magnesium/proton exchanger
Locus_5_Transcript_806/1220_Confidence_1.000_Length_163	Cre11.g479600.t1.2	3e-09	magnesium/proton exchanger
Locus_5_Transcript_808/1220_Confidence_1.000_Length_201	Cre11.g479600.t1.2	4e-16	magnesium/proton exchanger
Locus_5_Transcript_815/1220_Confidence_1.000_Length_564	Cre11.g479600.t1.2	8e-30	magnesium/proton exchanger
Locus_5_Transcript_816/1220_Confidence_1.000_Length_225	Cre11.g479600.t1.2	6e-16	magnesium/proton exchanger
Locus_5_Transcript_817/1220_Confidence_1.000_Length_201	Cre11.g479600.t1.2	1e-21	magnesium/proton exchanger
Locus_5_Transcript_819/1220_Confidence_1.000_Length_230	Cre11.g479600.t1.2	9e-10	magnesium/proton exchanger
Locus_5_Transcript_821/1220_Confidence_1.000_Length_215	Cre11.g479600.t1.2	1e-18	magnesium/proton exchanger
Locus_5_Transcript_906/1220_Confidence_1.000_Length_547	Cre02.g122800.t1.1	8e-37	
Locus_5_Transcript_923/1220_Confidence_1.000_Length_547	Cre02.g122800.t1.1	8e-37	
Locus_5_Transcript_934/1220_Confidence_1.000_Length_202	Cre11.g479600.t1.2	1e-14	magnesium/proton exchanger
Locus_5_Transcript_939/1220_Confidence_1.000_Length_123	Cre11.g479600.t1.2	6e-09	magnesium/proton exchanger
Locus_5_Transcript_940/1220_Confidence_1.000_Length_461	Cre11.g479600.t1.2	4e-07	magnesium/proton exchanger
Locus_5_Transcript_942/1220_Confidence_1.000_Length_137	Cre11.g479600.t1.2	8e-08	magnesium/proton exchanger
Locus_5_Transcript_944/1220_Confidence_1.000_Length_137	Cre11.g479600.t1.2	8e-08	magnesium/proton exchanger
Locus_5_Transcript_945/1220_Confidence_1.000_Length_230	Cre11.g479600.t1.2	9e-10	magnesium/proton exchanger
Locus_5_Transcript_947/1220_Confidence_1.000_Length_215	Cre11.g479600.t1.2	1e-18	magnesium/proton exchanger
Locus_5_Transcript_952/1220_Confidence_1.000_Length_207	Cre11.g479600.t1.2	2e-12	magnesium/proton exchanger
Locus_5_Transcript_956/1220_Confidence_1.000_Length_163	Cre11.g479600.t1.2	3e-09	magnesium/proton exchanger
Locus_5_Transcript_958/1220_Confidence_1.000_Length_201	Cre11.g479600.t1.2	4e-16	magnesium/proton exchanger
Locus_5_Transcript_964/1220_Confidence_1.000_Length_564	Cre11.g479600.t1.2	8e-30	magnesium/proton exchanger
Locus_5_Transcript_965/1220_Confidence_1.000_Length_225	Cre11.g479600.t1.2	6e-16	magnesium/proton exchanger
Locus_5_Transcript_966/1220_Confidence_1.000_Length_201	Cre11.g479600.t1.2	1e-21	magnesium/proton exchanger
Locus_5_Transcript_973/1220_Confidence_1.000_Length_2060	Cre06.g259800.t1.1	0.0	MIF4G domain-containing protein / MA3 domain-containing protein
Locus_5_Transcript_974/1220_Confidence_1.000_Length_2060	Cre06.g259800.t1.1	0.0	MIF4G domain-containing protein / MA3 domain-containing protein
Locus_5_Transcript_983/1220_Confidence_1.000_Length_122	Cre07.g320700.t1.2	3e-13	
Locus_5_Transcript_1032/1220_Confidence_1.000_Length_685	Cre14.g619100.t1.1	3e-147	CLP protease proteolytic subunit 1
Locus_5_Transcript_1064/1220_Confidence_1.000_Length_871	Cre16.g663500.t1.1	1e-111	regulatory particle non-ATPase 10
Locus_5_Transcript_1067/1220_Confidence_1.000_Length_227	Cre17.g701700.t1.1	5e-07	Plant stearoyl-acyl-carrier-protein desaturase family protein
Locus_5_Transcript_1069/1220_Confidence_1.000_Length_341	Cre17.g701700.t1.1	9e-63	Plant stearoyl-acyl-carrier-protein desaturase family protein
Locus_5_Transcript_1070/1220_Confidence_1.000_Length_165	Cre17.g701700.t1.1	2e-30	Plant stearoyl-acyl-carrier-protein desaturase family protein
Locus_5_Transcript_1071/1220_Confidence_1.000_Length_116	Cre17.g701700.t1.1	2e-18	Plant stearoyl-acyl-carrier-protein desaturase family protein
Locus_5_Transcript_1073/1220_Confidence_1.000_Length_261	Cre17.g701700.t1.1	2e-40	Plant stearoyl-acyl-carrier-protein desaturase family protein
Locus_5_Transcript_1089/1220_Confidence_1.000_Length_122	Cre07.g320700.t1.2	3e-13	
Locus_5_Transcript_1127/1220_Confidence_1.000_Length_425	Cre10.g433100.t1.1	3e-52	GTP1/OBG family protein
Locus_5_Transcript_1128/1220_Confidence_1.000_Length_784	Cre09.g406200.t1.1	4e-98	Class II aaRS and biotin synthetases superfamily protein
Locus_5_Transcript_1129/1220_Confidence_1.000_Length_1064	Cre09.g406200.t1.1	6e-162	Class II aaRS and biotin synthetases superfamily protein
Locus_5_Transcript_1142/1220_Confidence_1.000_Length_1569	Cre03.g187150.t1.2	0.0	
Locus_5_Transcript_1152/1220_Confidence_1.000_Length_1167	Cre15.g636400.t1.2	3e-82	DERLIN-2.2
Locus_5_Transcript_1164/1220_Confidence_1.000_Length_633	Cre04.g211800.t1.1	1e-17	Ribosomal protein L14p/L23e family protein
Locus_5_Transcript_1166/1220_Confidence_1.000_Length_561	Cre13.g599500.t1.1	3e-17	ribosomal protein L16
Locus_5_Transcript_1188/1220_Confidence_1.000_Length_751	Cre02.g116300.t1.1	2e-43	Transcription initiation Spt4-like protein
Locus_5_Transcript_1202/1220_Confidence_1.000_Length_453	Cre06.g261900.t1.1	6e-56	
Locus_5_Transcript_1211/1220_Confidence_0.004_Length_2954	Cre04.g221700.t1.1	2e-89	Cytochrome c oxidase, subunit III
Locus_5_Transcript_1212/1220_Confidence_0.010_Length_5284	Cre04.g221700.t1.1	6e-87	Cytochrome c oxidase, subunit III
Locus_5_Transcript_1218/1220_Confidence_0.004_Length_3706	Cre02.g116750.t1.2	4e-117	ATPase, F1 complex, alpha subunit protein
Locus_5_Transcript_1219/1220_Confidence_0.002_Length_1759	Cre13.g574000.t1.2	3e-19	chloride channel D
Locus_6_Transcript_1/1_Confidence_1.000_Length_2199	Cre06.g272050.t1.1	0.0	Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent
Locus_10_Transcript_1/1_Confidence_1.000_Length_1608	Cre29.g778000.t1.1	1e-151	splicing factor-related
Locus_11_Transcript_1/3_Confidence_0.760_Length_7767	Cre01.g067150.t1.1	1e-128	
Locus_11_Transcript_2/3_Confidence_0.560_Length_7798	Cre01.g067150.t1.1	1e-128	
Locus_11_Transcript_3/3_Confidence_0.880_Length_7794	Cre01.g067150.t1.1	1e-128	
Locus_12_Transcript_1/4_Confidence_0.636_Length_1218	Cre06.g288400.t1.2	3e-12	ribosomal protein S11
Locus_12_Transcript_2/4_Confidence_0.727_Length_1721	Cre06.g288400.t1.2	6e-12	ribosomal protein S11
Locus_12_Transcript_3/4_Confidence_0.636_Length_1272	Cre06.g288400.t1.2	4e-12	ribosomal protein S11
Locus_12_Transcript_4/4_Confidence_0.636_Length_1272	Cre06.g288400.t1.2	4e-12	ribosomal protein S11
Locus_13_Transcript_1/5_Confidence_0.182_Length_1194	Cre01.g068100.t1.1	3e-58	receptor homology region transmembrane domain ring H2 motif protein 1
Locus_13_Transcript_2/5_Confidence_0.273_Length_1544	Cre01.g068100.t1.1	7e-60	receptor homology region transmembrane domain ring H2 motif protein 1
Locus_13_Transcript_3/5_Confidence_0.136_Length_1236	Cre01.g068100.t1.1	8e-34	receptor homology region transmembrane domain ring H2 motif protein 1
Locus_13_Transcript_4/5_Confidence_0.591_Length_2106	Cre01.g068100.t1.1	6e-59	receptor homology region transmembrane domain ring H2 motif protein 1
Locus_13_Transcript_5/5_Confidence_0.818_Length_3231	Cre01.g068100.t1.1	9e-58	receptor homology region transmembrane domain ring H2 motif protein 1
Locus_14_Transcript_1/1_Confidence_1.000_Length_1444	Cre03.g165100.t1.1	2e-13	photsystem I subunit I
Locus_15_Transcript_16/108_Confidence_1.000_Length_368	Cre02.g106850.t1.1	4e-18	Tetratricopeptide repeat (TPR)-like superfamily protein
Locus_15_Transcript_23/108_Confidence_1.000_Length_381	Cre06.g248800.t1.1	5e-13	
Locus_15_Transcript_26/108_Confidence_1.000_Length_1536	Cre01.g031550.t1.2	1e-46	
Locus_15_Transcript_49/108_Confidence_1.000_Length_818	Cre03.g198242.t1.1	2e-13	
Locus_15_Transcript_68/108_Confidence_1.000_Length_1522	Cre18.g747800.t1.1	0.0	
Locus_15_Transcript_69/108_Confidence_1.000_Length_447	Cre18.g747800.t1.1	2e-41	
Locus_15_Transcript_84/108_Confidence_1.000_Length_101	Cre12.g523700.t1.1	6e-07	
Locus_15_Transcript_96/108_Confidence_1.000_Length_370	Cre17.g705150.t1.2	6e-08	DNA primases
Locus_15_Transcript_100/108_Confidence_0.065_Length_6052	Cre33.g782350.t1.2	1e-166	DNA/RNA polymerases superfamily protein
Locus_15_Transcript_102/108_Confidence_0.058_Length_8132	Cre33.g782350.t1.2	4e-165	DNA/RNA polymerases superfamily protein
Locus_15_Transcript_103/108_Confidence_0.031_Length_3931	Cre12.g494700.t1.1	1e-12	RNA binding;RNA-directed DNA polymerases
Locus_15_Transcript_104/108_Confidence_0.045_Length_6432	Cre33.g782350.t1.2	1e-137	DNA/RNA polymerases superfamily protein
Locus_15_Transcript_105/108_Confidence_0.045_Length_3038	Cre12.g494700.t1.1	6e-13	RNA binding;RNA-directed DNA polymerases
Locus_15_Transcript_106/108_Confidence_0.129_Length_4006	Cre12.g560050.t1.2	8e-11	ERD (early-responsive to dehydration stress) family protein
Locus_15_Transcript_107/108_Confidence_0.133_Length_8157	Cre33.g782350.t1.2	4e-165	DNA/RNA polymerases superfamily protein
Locus_16_Transcript_1/1_Confidence_1.000_Length_1135	Cre02.g101350.t1.1	1e-112	Ribosomal protein L1p/L10e family
Locus_17_Transcript_1/6_Confidence_0.333_Length_2182	Cre09.g410900.t1.1	3e-09	
Locus_17_Transcript_4/6_Confidence_0.722_Length_4638	Cre09.g410850.t1.1	6e-134	nitrate transporter2.5
Locus_17_Transcript_5/6_Confidence_0.611_Length_4468	Cre09.g410850.t1.1	3e-134	nitrate transporter2.5
Locus_17_Transcript_6/6_Confidence_0.722_Length_4410	Cre09.g410850.t1.1	2e-134	nitrate transporter2.5
Locus_19_Transcript_1/6_Confidence_0.286_Length_459	Cre06.g257150.t1.1	9e-48	Zinc-binding ribosomal protein family protein
Locus_19_Transcript_2/6_Confidence_0.357_Length_485	Cre06.g257150.t1.1	1e-47	Zinc-binding ribosomal protein family protein
Locus_19_Transcript_3/6_Confidence_0.286_Length_695	Cre06.g257150.t1.1	8e-47	Zinc-binding ribosomal protein family protein
Locus_19_Transcript_5/6_Confidence_0.357_Length_501	Cre06.g257150.t1.1	1e-47	Zinc-binding ribosomal protein family protein
Locus_19_Transcript_6/6_Confidence_0.286_Length_698	Cre06.g257150.t1.1	1e-46	Zinc-binding ribosomal protein family protein
Locus_20_Transcript_1/2_Confidence_0.625_Length_705	Cre10.g430400.t1.1	1e-22	Zinc-binding ribosomal protein family protein
Locus_20_Transcript_2/2_Confidence_0.812_Length_739	Cre10.g430400.t1.1	6e-21	Zinc-binding ribosomal protein family protein
Locus_21_Transcript_1/2_Confidence_0.857_Length_3030	Cre10.g449750.t1.2	2e-111	acyl-activating enzyme 7
Locus_22_Transcript_1/7_Confidence_0.364_Length_2252	Cre01.g010900.t1.1	0.0	glyceraldehyde-3-phosphate dehydrogenase B subunit
Locus_22_Transcript_2/7_Confidence_0.273_Length_2188	Cre01.g010900.t1.1	0.0	glyceraldehyde-3-phosphate dehydrogenase B subunit
Locus_22_Transcript_3/7_Confidence_0.364_Length_2340	Cre01.g010900.t1.1	0.0	glyceraldehyde-3-phosphate dehydrogenase B subunit
Locus_22_Transcript_4/7_Confidence_0.273_Length_2367	Cre01.g010900.t1.1	0.0	glyceraldehyde-3-phosphate dehydrogenase B subunit
Locus_22_Transcript_5/7_Confidence_0.273_Length_2284	Cre01.g010900.t1.1	0.0	glyceraldehyde-3-phosphate dehydrogenase B subunit
Locus_22_Transcript_6/7_Confidence_0.273_Length_2342	Cre01.g010900.t1.1	0.0	glyceraldehyde-3-phosphate dehydrogenase B subunit
Locus_22_Transcript_7/7_Confidence_0.364_Length_2151	Cre01.g010900.t1.1	0.0	glyceraldehyde-3-phosphate dehydrogenase B subunit
Locus_23_Transcript_2/10_Confidence_0.676_Length_2955	Cre12.g519200.t1.2	6e-84	elongation factor Ts family protein
Locus_23_Transcript_3/10_Confidence_0.243_Length_933	Cre12.g519200.t1.2	8e-92	elongation factor Ts family protein
Locus_23_Transcript_4/10_Confidence_0.432_Length_2494	Cre12.g519200.t1.2	4e-29	elongation factor Ts family protein
Locus_23_Transcript_5/10_Confidence_0.189_Length_969	Cre12.g519200.t1.2	4e-72	elongation factor Ts family protein
Locus_23_Transcript_6/10_Confidence_0.324_Length_1393	Cre12.g519200.t1.2	1e-88	elongation factor Ts family protein
Locus_23_Transcript_7/10_Confidence_0.676_Length_2837	Cre12.g519200.t1.2	7e-86	elongation factor Ts family protein
Locus_23_Transcript_8/10_Confidence_0.378_Length_2784	Cre12.g519249.t1.1	5e-19	elongation factor Ts family protein
Locus_23_Transcript_9/10_Confidence_0.541_Length_2836	Cre12.g519200.t1.2	4e-77	elongation factor Ts family protein
Locus_23_Transcript_10/10_Confidence_0.676_Length_2837	Cre12.g519200.t1.2	4e-84	elongation factor Ts family protein
Locus_24_Transcript_2/7_Confidence_0.526_Length_2609	Cre06.g251700.t1.1	1e-28	DnaJ/Hsp40 cysteine-rich domain superfamily protein
Locus_24_Transcript_6/7_Confidence_0.474_Length_2308	Cre06.g251700.t1.1	1e-28	DnaJ/Hsp40 cysteine-rich domain superfamily protein
